EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,MonthlyIncome,MaritalStatus,JobRole,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,YearsAtCompany,BusinessTravel,WorkLifeBalance
981,27,Yes,Research & Development,2,Medical,Female,2926,Married,Research Director,No,4,3,3,1,Non-Travel,4
982,41,No,Research & Development,18,Marketing,Male,10667,Divorced,Healthcare Representative,No,4,4,2,10,Travel_Rarely,1
983,31,Yes,Research & Development,7,Technical Degree,Female,2588,Divorced,Laboratory Technician,Yes,3,1,3,1,Travel_Rarely,1
984,36,No,Research & Development,5,Medical,Male,9577,Married,Laboratory Technician,Yes,4,4,3,19,Non-Travel,1
985,44,No,Research & Development,10,Other,Male,11589,Married,Manufacturing Director,Yes,3,4,4,20,Travel_Frequently,2
986,30,Yes,Research & Development,28,Other,Male,2167,Divorced,Manufacturing Director,Yes,4,2,3,0,Travel_Frequently,2
987,30,No,Research & Development,21,Technical Degree,Female,12814,Single,Research Director,No,3,2,3,16,Non-Travel,3
988,48,No,Research & Development,26,Life Sciences,Male,8387,Divorced,Research Director,No,4,3,2,12,Travel_Rarely,4
989,41,No,Research & Development,28,Human Resources,Female,4703,Divorced,Manufacturing Director,No,4,4,1,16,Non-Travel,1
990,53,No,Research & Development,24,Technical Degree,Female,12431,Divorced,Research Scientist,Yes,3,2,3,12,Non-Travel,4
991,46,No,Research & Development,6,Medical,Male,3610,Divorced,Research Director,No,3,4,3,14,Non-Travel,1
992,41,No,Research & Development,9,Marketing,Female,14944,Single,Research Scientist,No,4,3,1,12,Non-Travel,3
993,48,No,Research & Development,28,Marketing,Female,5631,Single,Manufacturing Director,Yes,4,4,1,11,Non-Travel,3
994,45,No,Research & Development,16,Marketing,Female,8186,Divorced,Laboratory Technician,No,3,2,4,3,Non-Travel,2
995,50,No,Research & Development,4,Marketing,Male,8744,Single,Healthcare Representative,No,3,3,3,12,Travel_Rarely,3
996,45,No,Research & Development,29,Other,Male,9520,Divorced,Laboratory Technician,No,4,2,3,7,Travel_Rarely,2
997,45,No,Research & Development,3,Human Resources,Female,9500,Divorced,Manufacturing Director,Yes,4,3,2,4,Non-Travel,4
998,35,No,Research & Development,8,Other,Male,5539,Single,Research Director,No,3,3,4,1,Travel_Frequently,2
999,37,No,Research & Development,28,Technical Degree,Male,3340,Single,Laboratory Technician,No,4,3,4,15,Travel_Frequently,3
1000,39,No,Research & Development,5,Life Sciences,Female,10066,Divorced,Manufacturing Director,No,4,2,2,11,Non-Travel,2
1001,33,Yes,Research & Development,19,Technical Degree,Male,4192,Married,Healthcare Representative,Yes,3,3,4,1,Non-Travel,4
1002,41,No,Research & Development,28,Marketing,Male,5807,Married,Research Scientist,Yes,3,3,1,18,Non-Travel,3
1003,29,Yes,Research & Development,13,Other,Female,3032,Single,Research Director,No,3,3,4,0,Travel_Frequently,3
1004,49,No,Research & Development,2,Life Sciences,Female,8415,Divorced,Manufacturing Director,No,4,4,1,14,Travel_Rarely,1
1005,44,No,Research & Development,21,Medical,Male,14966,Single,Healthcare Representative,Yes,4,2,1,8,Non-Travel,3
1006,31,Yes,Research & Development,4,Marketing,Male,4871,Single,Research Director,No,4,2,3,3,Travel_Frequently,2
1007,36,No,Research & Development,3,Other,Female,4486,Divorced,Healthcare Representative,Yes,4,3,4,7,Travel_Rarely,1
1008,28,No,Research & Development,1,Life Sciences,Male,3997,Divorced,Research Director,No,3,2,3,12,Travel_Rarely,4
1009,53,No,Research & Development,7,Medical,Female,12230,Divorced,Research Director,No,4,2,1,6,Travel_Rarely,2
1010,46,No,Research & Development,2,Life Sciences,Female,10220,Divorced,Laboratory Technician,No,3,2,3,17,Travel_Rarely,3
1011,35,Yes,Research & Development,15,Human Resources,Male,4417,Married,Laboratory Technician,Yes,4,1,4,3,Travel_Frequently,1
1012,30,No,Research & Development,2,Life Sciences,Female,7034,Married,Manufacturing Director,No,4,2,1,16,Travel_Rarely,1
1013,38,No,Research & Development,5,Marketing,Male,12224,Married,Research Director,No,4,4,2,17,Travel_Frequently,3
1014,41,No,Research & Development,16,Marketing,Male,10129,Divorced,Healthcare Representative,No,4,3,3,1,Travel_Frequently,4
1015,52,No,Research & Development,24,Marketing,Male,14207,Divorced,Manufacturing Director,No,3,4,3,2,Travel_Rarely,1
1016,29,No,Research & Development,17,Other,Female,9306,Divorced,Manufacturing Director,Yes,3,4,3,2,Non-Travel,1
1017,31,No,Research & Development,19,Technical Degree,Male,6042,Single,Healthcare Representative,No,3,4,1,11,Travel_Rarely,4
1018,50,No,Research & Development,27,Medical,Female,7758,Married,Research Scientist,Yes,4,2,1,11,Travel_Rarely,2
1019,35,No,Research & Development,24,Medical,Female,13953,Divorced,Research Director,No,4,3,4,19,Non-Travel,1
1020,41,No,Research & Development,13,Other,Male,7556,Divorced,Healthcare Representative,No,3,2,4,16,Travel_Frequently,2
1021,35,No,Research & Development,6,Human Resources,Male,13446,Married,Research Scientist,Yes,4,2,4,16,Travel_Rarely,3
1022,37,No,Research & Development,7,Human Resources,Male,7284,Married,Research Director,Yes,3,2,1,13,Travel_Rarely,4
1023,31,No,Research & Development,20,Medical,Male,3623,Married,Laboratory Technician,No,4,2,4,3,Non-Travel,2
1024,52,No,Research & Development,1,Life Sciences,Female,13860,Divorced,Research Scientist,No,3,2,3,7,Non-Travel,3
1025,39,No,Research & Development,3,Marketing,Male,6287,Divorced,Healthcare Representative,No,3,2,2,13,Travel_Frequently,2
1026,51,No,Research & Development,5,Human Resources,Female,3414,Single,Healthcare Representative,No,4,2,1,8,Non-Travel,1
1027,41,No,Research & Development,5,Marketing,Female,11753,Single,Research Director,Yes,3,4,2,6,Non-Travel,1
1028,46,No,Research & Development,3,Human Resources,Male,9349,Divorced,Research Scientist,No,3,2,4,8,Non-Travel,4
1029,47,No,Research & Development,15,Marketing,Female,10367,Divorced,Healthcare Representative,No,4,2,2,16,Non-Travel,4
1030,39,No,Research & Development,24,Medical,Female,5365,Married,Laboratory Technician,No,3,4,4,6,Travel_Frequently,3
1031,42,No,Research & Development,14,Medical,Female,14643,Married,Healthcare Representative,No,4,2,4,13,Travel_Rarely,4
1032,40,No,Research & Development,23,Medical,Male,8956,Single,Healthcare Representative,No,3,4,2,13,Travel_Rarely,3
1033,45,No,Research & Development,21,Life Sciences,Female,9140,Divorced,Healthcare Representative,No,4,2,3,13,Travel_Rarely,4
1034,28,Yes,Research & Development,23,Technical Degree,Male,4259,Single,Manufacturing Director,No,3,3,4,3,Travel_Frequently,2
1035,51,No,Research & Development,8,Marketing,Female,5553,Married,Research Director,No,3,4,4,7,Travel_Rarely,3
1036,52,No,Research & Development,28,Life Sciences,Male,11693,Single,Research Director,No,3,2,3,4,Travel_Rarely,1
1037,39,No,Research & Development,16,Human Resources,Female,5467,Married,Laboratory Technician,No,4,3,2,3,Travel_Frequently,3
1038,53,No,Research & Development,14,Human Resources,Male,5618,Divorced,Research Director,No,3,2,4,6,Travel_Frequently,3
1039,35,No,Research & Development,13,Technical Degree,Male,13876,Married,Research Scientist,No,4,3,2,4,Travel_Rarely,1
1040,54,No,Research & Development,12,Other,Female,10224,Divorced,Manufacturing Director,No,4,2,1,15,Travel_Rarely,3
1041,27,Yes,Research & Development,10,Other,Male,3229,Married,Research Director,No,3,1,3,0,Non-Travel,4
1042,34,Yes,Research & Development,29,Technical Degree,Male,2692,Married,Healthcare Representative,Yes,3,2,1,1,Non-Travel,2
1043,36,No,Research & Development,2,Marketing,Male,10093,Divorced,Healthcare Representative,No,3,3,1,15,Non-Travel,1
1044,34,No,Research & Development,26,Marketing,Female,9226,Married,Healthcare Representative,No,4,4,4,9,Non-Travel,3
1045,30,Yes,Research & Development,26,Other,Female,4262,Single,Manufacturing Director,Yes,4,2,1,2,Travel_Frequently,1
1046,53,No,Research & Development,1,Life Sciences,Male,6980,Single,Research Scientist,Yes,3,3,3,3,Travel_Rarely,1
1047,48,No,Research & Development,5,Life Sciences,Male,13338,Divorced,Healthcare Representative,No,3,4,1,4,Non-Travel,2
1048,26,Yes,Research & Development,21,Technical Degree,Male,3773,Married,Research Scientist,No,3,1,4,1,Travel_Frequently,2
1049,43,No,Research & Development,1,Medical,Female,14571,Divorced,Research Director,Yes,3,3,2,19,Travel_Rarely,2
1050,45,No,Research & Development,6,Marketing,Male,6102,Single,Research Director,No,4,4,3,3,Travel_Rarely,4
1051,37,No,Research & Development,9,Other,Male,9988,Divorced,Laboratory Technician,No,4,3,2,8,Non-Travel,1
1052,32,Yes,Research & Development,22,Life Sciences,Female,2247,Divorced,Manufacturing Director,No,3,2,3,0,Non-Travel,3
1053,47,No,Research & Development,10,Marketing,Female,12325,Married,Research Scientist,No,4,3,3,15,Travel_Frequently,2
1054,33,No,Research & Development,15,Technical Degree,Female,14319,Married,Research Scientist,No,3,3,2,15,Travel_Frequently,4
1055,28,No,Research & Development,26,Life Sciences,Female,8189,Married,Laboratory Technician,No,3,4,2,5,Travel_Frequently,2
1056,28,No,Research & Development,10,Technical Degree,Female,10737,Single,Healthcare Representative,Yes,4,3,2,7,Travel_Rarely,2
1057,51,No,Research & Development,3,Marketing,Male,10091,Single,Healthcare Representative,No,4,2,4,16,Non-Travel,3
1058,44,No,Research & Development,10,Marketing,Male,6545,Divorced,Healthcare Representative,No,4,2,1,10,Non-Travel,2
1059,38,No,Research & Development,12,Life Sciences,Male,14280,Married,Manufacturing Director,No,4,3,2,19,Travel_Frequently,2
1060,50,No,Research & Development,23,Human Resources,Female,8120,Married,Laboratory Technician,No,3,3,2,9,Non-Travel,3
1061,46,No,Research & Development,17,Life Sciences,Female,14601,Married,Laboratory Technician,No,3,2,4,8,Travel_Frequently,2
1062,30,No,Research & Development,26,Technical Degree,Female,11043,Single,Research Director,No,4,4,2,9,Travel_Rarely,3
1063,29,No,Research & Development,26,Human Resources,Female,7040,Single,Healthcare Representative,Yes,4,2,3,11,Travel_Frequently,4
1064,47,No,Research & Development,2,Marketing,Male,6277,Divorced,Research Director,No,3,4,3,7,Non-Travel,2
1065,41,No,Research & Development,25,Other,Male,7885,Divorced,Research Scientist,No,4,2,1,10,Travel_Rarely,3
1066,32,No,Research & Development,15,Life Sciences,Female,13254,Married,Healthcare Representative,No,4,2,2,20,Travel_Frequently,4
1067,46,No,Research & Development,11,Marketing,Female,8288,Single,Laboratory Technician,No,4,2,1,2,Travel_Frequently,4
1068,40,No,Research & Development,24,Human Resources,Male,8351,Single,Laboratory Technician,No,3,2,4,10,Travel_Frequently,1
1069,32,No,Research & Development,3,Marketing,Female,4675,Married,Laboratory Technician,No,4,4,3,8,Travel_Rarely,1
1070,45,No,Research & Development,6,Medical,Male,11596,Married,Research Scientist,No,3,3,3,5,Non-Travel,2
1071,48,No,Research & Development,25,Life Sciences,Male,3396,Single,Research Director,Yes,3,4,2,8,Travel_Frequently,2
1072,38,No,Research & Development,23,Life Sciences,Female,13392,Divorced,Healthcare Representative,No,4,2,1,17,Travel_Frequently,1
1073,29,No,Research & Development,17,Human Resources,Male,6760,Married,Laboratory Technician,No,3,2,4,12,Non-Travel,2
1074,28,No,Research & Development,9,Medical,Male,7610,Divorced,Research Director,No,4,3,2,17,Travel_Frequently,3
1075,40,No,Research & Development,4,Medical,Female,13657,Single,Research Scientist,No,3,2,4,15,Non-Travel,1
1076,55,No,Research & Development,12,Human Resources,Male,6279,Married,Laboratory Technician,No,4,4,1,10,Non-Travel,2
1077,54,No,Research & Development,16,Marketing,Male,6552,Single,Manufacturing Director,No,4,3,3,1,Travel_Rarely,4
1078,47,No,Research & Development,4,Life Sciences,Male,11055,Divorced,Laboratory Technician,No,3,4,1,10,Non-Travel,1
1079,36,No,Research & Development,7,Life Sciences,Male,7971,Married,Research Scientist,No,3,4,4,19,Travel_Rarely,3
1080,31,Yes,Research & Development,21,Medical,Female,3218,Single,Research Scientist,No,3,1,4,2,Travel_Frequently,2
1081,26,Yes,Research & Development,23,Life Sciences,Female,3864,Divorced,Laboratory Technician,No,3,3,2,4,Travel_Rarely,1
1082,40,No,Research & Development,22,Human Resources,Male,3608,Single,Research Scientist,No,3,3,3,14,Travel_Rarely,3
1083,34,No,Research & Development,2,Life Sciences,Female,3399,Divorced,Manufacturing Director,No,4,2,4,8,Non-Travel,2
1084,51,No,Research & Development,12,Human Resources,Female,7694,Single,Research Scientist,No,4,4,2,12,Travel_Frequently,3
1085,39,No,Research & Development,25,Medical,Female,5850,Divorced,Healthcare Representative,No,4,3,4,15,Travel_Frequently,3
1086,30,No,Research & Development,28,Technical Degree,Female,7148,Divorced,Research Director,No,3,3,1,12,Non-Travel,3
1087,55,No,Research & Development,13,Medical,Male,12810,Divorced,Laboratory Technician,No,3,4,4,6,Non-Travel,1
1088,45,No,Research & Development,22,Other,Male,11512,Single,Research Scientist,Yes,4,2,4,9,Non-Travel,1
1089,54,No,Research & Development,23,Other,Female,11985,Married,Manufacturing Director,No,3,4,2,13,Travel_Rarely,4
1090,50,No,Research & Development,10,Life Sciences,Male,14734,Divorced,Laboratory Technician,Yes,3,4,4,4,Travel_Frequently,3
1091,45,No,Research & Development,3,Medical,Male,6129,Divorced,Research Scientist,Yes,3,2,3,10,Travel_Rarely,4
1092,41,No,Research & Development,7,Technical Degree,Female,13839,Married,Manufacturing Director,No,4,4,4,20,Travel_Frequently,4
1093,46,No,Research & Development,23,Life Sciences,Female,14126,Married,Research Scientist,No,4,2,4,16,Travel_Frequently,1
1094,46,No,Research & Development,25,Life Sciences,Female,8751,Married,Research Director,No,3,4,4,16,Travel_Rarely,3
1095,30,No,Research & Development,8,Other,Female,14866,Married,Laboratory Technician,No,4,4,1,4,Travel_Frequently,3
1096,52,No,Research & Development,25,Human Resources,Male,6548,Divorced,Healthcare Representative,No,3,2,4,1,Non-Travel,1
1097,42,No,Research & Development,16,Other,Male,14421,Divorced,Manufacturing Director,No,3,4,4,2,Travel_Frequently,3
1098,29,No,Research & Development,8,Technical Degree,Male,12848,Married,Manufacturing Director,No,3,2,4,5,Travel_Rarely,2
1099,29,No,Research & Development,26,Other,Male,5992,Married,Manufacturing Director,Yes,3,4,1,19,Travel_Frequently,2
1100,51,No,Research & Development,17,Life Sciences,Female,12220,Divorced,Research Director,Yes,4,3,1,12,Non-Travel,4
1101,36,No,Research & Development,16,Other,Female,12130,Married,Healthcare Representative,No,4,2,2,3,Travel_Rarely,2
1102,27,Yes,Research & Development,16,Human Resources,Female,4336,Married,Research Scientist,Yes,3,1,2,3,Non-Travel,4
1103,25,Yes,Research & Development,4,Human Resources,Male,2829,Single,Laboratory Technician,Yes,4,1,1,3,Travel_Frequently,3
1104,32,No,Research & Development,7,Technical Degree,Female,6992,Married,Manufacturing Director,No,3,2,2,7,Non-Travel,4
1105,48,No,Research & Development,3,Technical Degree,Male,4161,Divorced,Research Director,Yes,3,2,2,17,Travel_Rarely,4
1106,39,No,Research & Development,22,Life Sciences,Female,7300,Single,Laboratory Technician,No,4,3,4,2,Travel_Frequently,4
1107,55,No,Research & Development,17,Medical,Male,5086,Divorced,Laboratory Technician,No,4,4,4,14,Non-Travel,1
1108,28,No,Research & Development,13,Marketing,Male,4086,Married,Healthcare Representative,No,4,4,4,5,Non-Travel,3
1109,45,No,Research & Development,23,Other,Female,8359,Divorced,Research Director,No,3,3,4,17,Travel_Frequently,3
1110,32,Yes,Research & Development,17,Marketing,Female,4182,Divorced,Manufacturing Director,Yes,3,3,3,0,Travel_Frequently,3
1111,46,No,Research & Development,20,Marketing,Female,8710,Married,Laboratory Technician,No,4,2,2,11,Non-Travel,2
1112,50,No,Research & Development,19,Medical,Female,6112,Married,Manufacturing Director,No,3,3,1,18,Non-Travel,3
1113,34,No,Research & Development,23,Technical Degree,Male,13378,Married,Research Director,No,4,2,4,16,Travel_Frequently,3
1114,47,No,Research & Development,26,Life Sciences,Male,7137,Single,Research Scientist,Yes,4,3,4,18,Travel_Frequently,4
1115,45,No,Research & Development,16,Technical Degree,Male,7539,Divorced,Research Director,No,3,3,4,7,Travel_Frequently,4
1116,31,No,Research & Development,18,Life Sciences,Female,5967,Divorced,Laboratory Technician,Yes,4,2,2,2,Travel_Rarely,1
1117,49,No,Research & Development,20,Life Sciences,Male,6356,Married,Healthcare Representative,Yes,4,4,3,19,Travel_Rarely,4
1118,35,No,Research & Development,18,Medical,Male,12890,Single,Research Director,No,4,3,2,18,Travel_Frequently,2
1119,54,No,Research & Development,4,Technical Degree,Female,6328,Single,Healthcare Representative,No,3,2,4,6,Travel_Rarely,2
1120,47,No,Research & Development,14,Other,Male,5843,Married,Laboratory Technician,No,4,3,4,4,Travel_Rarely,2
1121,55,No,Research & Development,1,Human Resources,Female,9693,Married,Research Scientist,No,4,3,2,5,Non-Travel,4
1122,44,No,Research & Development,12,Human Resources,Female,8276,Single,Manufacturing Director,Yes,3,4,1,20,Travel_Frequently,4
1123,40,No,Research & Development,20,Medical,Female,6570,Married,Laboratory Technician,No,4,3,1,9,Travel_Rarely,2
1124,30,No,Research & Development,16,Technical Degree,Female,14682,Single,Healthcare Representative,No,4,3,4,19,Travel_Frequently,4
1125,29,Yes,Research & Development,17,Human Resources,Male,2936,Divorced,Manufacturing Director,Yes,3,2,1,3,Travel_Frequently,4
1126,52,No,Research & Development,17,Marketing,Male,4474,Single,Laboratory Technician,No,4,2,4,3,Non-Travel,2
1127,55,No,Research & Development,3,Medical,Female,7563,Divorced,Healthcare Representative,No,3,2,1,8,Travel_Frequently,1
1128,53,No,Research & Development,23,Medical,Male,7722,Divorced,Laboratory Technician,No,3,3,1,6,Travel_Rarely,1
1129,53,No,Research & Development,6,Medical,Male,11748,Divorced,Laboratory Technician,Yes,3,3,1,18,Travel_Frequently,3
1130,52,No,Research & Development,2,Medical,Female,11409,Single,Manufacturing Director,No,4,4,2,17,Travel_Rarely,2
1131,47,No,Research & Development,23,Other,Male,12402,Single,Manufacturing Director,No,3,3,2,8,Travel_Frequently,1
1132,31,Yes,Research & Development,21,Human Resources,Female,2002,Married,Laboratory Technician,Yes,4,3,4,3,Travel_Frequently,3
1133,41,No,Research & Development,27,Human Resources,Male,11243,Married,Laboratory Technician,No,4,2,1,2,Travel_Rarely,4
1134,37,No,Research & Development,15,Other,Female,3391,Single,Manufacturing Director,No,3,2,3,1,Travel_Rarely,4
1135,28,No,Research & Development,15,Marketing,Female,10193,Single,Laboratory Technician,No,3,3,4,15,Non-Travel,1
1136,32,No,Research & Development,10,Life Sciences,Female,7840,Divorced,Research Scientist,No,4,3,4,15,Travel_Frequently,1
1137,55,No,Research & Development,5,Life Sciences,Male,4110,Single,Healthcare Representative,No,4,2,1,10,Non-Travel,1
1138,48,No,Research & Development,11,Marketing,Female,9082,Divorced,Research Director,Yes,4,3,3,11,Non-Travel,1
1139,46,No,Research & Development,11,Medical,Male,10182,Married,Research Scientist,No,4,3,3,17,Travel_Rarely,2
1140,34,No,Research & Development,5,Marketing,Male,13106,Single,Research Scientist,No,3,3,4,8,Travel_Rarely,2
1141,54,No,Research & Development,9,Medical,Male,9994,Single,Laboratory Technician,No,4,3,1,7,Travel_Rarely,2
1142,33,No,Research & Development,19,Technical Degree,Female,4871,Married,Healthcare Representative,Yes,4,3,3,11,Non-Travel,2
1143,54,No,Research & Development,9,Technical Degree,Male,11520,Married,Research Director,No,4,4,3,8,Travel_Rarely,4
1144,40,No,Research & Development,15,Medical,Male,12694,Single,Research Scientist,No,3,3,1,4,Travel_Rarely,3
1145,40,No,Research & Development,25,Other,Female,12282,Single,Healthcare Representative,No,4,2,1,8,Travel_Rarely,4
1146,41,No,Research & Development,16,Marketing,Male,9786,Single,Laboratory Technician,No,4,2,4,11,Travel_Frequently,2
1147,55,No,Research & Development,28,Human Resources,Female,7693,Married,Laboratory Technician,No,3,2,1,11,Travel_Rarely,1
1148,25,Yes,Research & Development,5,Medical,Female,4213,Single,Laboratory Technician,Yes,4,1,3,1,Travel_Rarely,3
1149,30,No,Research & Development,1,Life Sciences,Male,5706,Divorced,Research Scientist,No,3,3,2,4,Travel_Rarely,4
1150,43,No,Research & Development,15,Medical,Female,7379,Single,Research Scientist,No,4,4,2,17,Travel_Rarely,1
1151,35,No,Research & Development,17,Technical Degree,Female,3524,Married,Manufacturing Director,No,4,3,3,6,Non-Travel,4
1152,35,No,Research & Development,2,Life Sciences,Male,13915,Single,Manufacturing Director,No,3,2,2,15,Travel_Rarely,1
1153,32,No,Research & Development,14,Other,Male,14841,Married,Laboratory Technician,Yes,4,3,1,11,Non-Travel,3
1154,34,No,Research & Development,2,Life Sciences,Female,13750,Single,Healthcare Representative,Yes,4,2,4,13,Travel_Rarely,2
1155,42,No,Research & Development,25,Other,Female,14618,Married,Healthcare Representative,No,3,3,1,5,Travel_Frequently,2
1156,41,No,Research & Development,20,Medical,Male,10977,Divorced,Research Scientist,No,4,3,3,5,Travel_Rarely,2
1157,41,No,Research & Development,4,Marketing,Female,3151,Single,Research Scientist,No,4,4,2,11,Non-Travel,2
1158,49,No,Research & Development,26,Technical Degree,Male,7480,Divorced,Research Director,No,3,4,4,19,Non-Travel,3
1159,52,No,Research & Development,15,Technical Degree,Male,3729,Married,Healthcare Representative,No,3,2,3,14,Non-Travel,2
1160,37,No,Research & Development,8,Life Sciences,Female,6759,Divorced,Research Scientist,No,3,4,2,9,Travel_Frequently,4
1161,28,No,Research & Development,28,Life Sciences,Female,3782,Divorced,Healthcare Representative,No,4,3,1,18,Non-Travel,4
1162,34,No,Research & Development,21,Medical,Female,13834,Divorced,Research Director,No,3,2,1,8,Travel_Frequently,4
1163,35,Yes,Research & Development,14,Other,Female,3965,Married,Laboratory Technician,Yes,3,1,4,2,Travel_Frequently,2
1164,39,No,Research & Development,28,Life Sciences,Male,7731,Single,Research Scientist,No,3,4,1,18,Non-Travel,2
1165,29,Yes,Research & Development,16,Human Resources,Female,2464,Single,Laboratory Technician,No,4,2,1,0,Non-Travel,3
1166,39,No,Research & Development,3,Human Resources,Male,9355,Single,Laboratory Technician,No,3,4,2,9,Non-Travel,3
1167,54,No,Research & Development,4,Technical Degree,Female,6181,Married,Research Director,No,4,4,2,12,Travel_Rarely,2
1168,48,No,Research & Development,13,Human Resources,Female,12606,Married,Healthcare Representative,No,4,2,3,8,Non-Travel,2
1169,29,No,Research & Development,14,Other,Female,6081,Married,Healthcare Representative,Yes,3,3,3,1,Non-Travel,4
1170,26,Yes,Research & Development,24,Human Resources,Female,4132,Divorced,Research Director,No,4,1,1,4,Travel_Frequently,1
1171,48,No,Research & Development,22,Life Sciences,Male,7031,Married,Manufacturing Director,No,3,3,3,10,Travel_Rarely,4
1172,36,No,Research & Development,10,Marketing,Female,9750,Divorced,Manufacturing Director,No,4,4,1,12,Travel_Rarely,1
1173,38,No,Research & Development,4,Marketing,Male,14662,Single,Laboratory Technician,Yes,4,2,3,17,Non-Travel,3
1174,33,No,Research & Development,25,Marketing,Female,6478,Divorced,Research Director,No,3,2,3,8,Travel_Rarely,3
1175,31,Yes,Research & Development,4,Medical,Male,3277,Single,Research Scientist,No,3,2,1,0,Travel_Frequently,4
1176,30,Yes,Research & Development,6,Marketing,Male,4219,Single,Healthcare Representative,Yes,3,1,1,4,Travel_Rarely,4
1177,50,No,Research & Development,17,Life Sciences,Female,5774,Divorced,Laboratory Technician,No,4,4,2,17,Travel_Rarely,4
1178,29,No,Research & Development,13,Marketing,Female,6457,Single,Healthcare Representative,No,4,3,3,7,Non-Travel,3
1179,55,No,Research & Development,19,Life Sciences,Male,14581,Married,Research Scientist,No,3,4,3,20,Travel_Frequently,2
1180,54,No,Research & Development,24,Medical,Male,4965,Single,Research Director,No,3,2,1,5,Non-Travel,4
1181,28,Yes,Research & Development,11,Technical Degree,Male,2461,Single,Manufacturing Director,No,3,3,4,1,Non-Travel,2
1182,48,No,Research & Development,7,Technical Degree,Female,9041,Divorced,Research Scientist,No,3,3,2,13,Non-Travel,4
1183,55,No,Research & Development,15,Life Sciences,Female,11026,Married,Laboratory Technician,No,3,3,1,14,Travel_Rarely,1
1184,44,No,Research & Development,25,Medical,Female,6339,Married,Manufacturing Director,No,3,3,4,5,Travel_Frequently,1
1185,39,No,Research & Development,16,Marketing,Female,13555,Single,Manufacturing Director,Yes,3,2,4,9,Travel_Frequently,2
1186,28,Yes,Research & Development,12,Marketing,Male,3575,Divorced,Healthcare Representative,Yes,4,3,1,4,Travel_Rarely,3
1187,44,No,Research & Development,25,Marketing,Female,9614,Single,Manufacturing Director,Yes,3,4,4,4,Travel_Rarely,1
1188,28,No,Research & Development,6,Technical Degree,Male,14299,Single,Manufacturing Director,No,3,3,3,19,Travel_Frequently,4
1189,53,No,Research & Development,16,Life Sciences,Female,12604,Married,Manufacturing Director,Yes,3,3,2,20,Non-Travel,3
1190,30,Yes,Research & Development,4,Other,Male,3930,Single,Manufacturing Director,No,3,3,2,2,Travel_Frequently,4
1191,34,No,Research & Development,8,Other,Female,9756,Single,Healthcare Representative,No,3,4,2,3,Travel_Rarely,3
1192,29,Yes,Research & Development,20,Marketing,Male,4406,Single,Research Scientist,Yes,3,2,1,4,Travel_Rarely,3
1193,45,No,Research & Development,26,Technical Degree,Male,3723,Single,Laboratory Technician,No,4,3,3,18,Travel_Rarely,1
1194,34,Yes,Research & Development,4,Life Sciences,Male,4357,Divorced,Laboratory Technician,Yes,3,2,3,2,Travel_Frequently,2
1195,33,No,Research & Development,2,Marketing,Male,3740,Married,Laboratory Technician,No,4,2,2,7,Travel_Rarely,2
1196,28,Yes,Research & Development,13,Medical,Male,4568,Married,Manufacturing Director,No,3,2,2,3,Travel_Frequently,3
1197,27,Yes,Research & Development,8,Life Sciences,Female,2444,Married,Healthcare Representative,Yes,3,1,3,1,Travel_Frequently,3
1198,33,No,Research & Development,9,Human Resources,Male,11730,Married,Research Director,No,4,2,3,15,Travel_Frequently,2
1199,53,No,Research & Development,26,Human Resources,Male,6215,Single,Research Scientist,No,3,3,1,18,Travel_Frequently,2
1200,45,No,Research & Development,6,Life Sciences,Male,12176,Divorced,Research Scientist,No,3,4,2,19,Non-Travel,2
1201,44,No,Research & Development,18,Marketing,Male,11907,Divorced,Research Director,No,3,2,3,18,Non-Travel,3
1202,32,No,Research & Development,20,Human Resources,Male,3721,Single,Laboratory Technician,No,4,2,1,5,Travel_Rarely,4
1203,45,No,Research & Development,25,Life Sciences,Male,8273,Single,Research Scientist,No,3,4,1,9,Travel_Frequently,1
1204,27,Yes,Research & Development,12,Human Resources,Female,2332,Divorced,Research Director,Yes,3,1,1,3,Travel_Rarely,2
1205,38,No,Research & Development,18,Medical,Female,14012,Single,Healthcare Representative,Yes,3,4,4,10,Travel_Frequently,3
1206,52,No,Research & Development,16,Marketing,Male,5467,Married,Research Scientist,Yes,3,3,4,17,Non-Travel,4
1207,34,Yes,Research & Development,17,Marketing,Male,2011,Divorced,Research Scientist,No,4,1,2,3,Travel_Frequently,4
1208,31,No,Research & Development,2,Marketing,Female,9766,Divorced,Laboratory Technician,Yes,4,3,3,17,Travel_Rarely,2
1209,40,No,Research & Development,14,Medical,Female,12052,Single,Research Scientist,No,4,4,3,16,Travel_Rarely,1
1210,52,No,Research & Development,27,Technical Degree,Male,6027,Married,Research Director,Yes,3,2,1,9,Travel_Rarely,3
1211,36,No,Research & Development,25,Technical Degree,Male,11969,Divorced,Laboratory Technician,No,3,3,1,8,Non-Travel,4
1212,32,No,Research & Development,21,Human Resources,Male,5318,Divorced,Research Scientist,No,4,4,4,10,Non-Travel,3
1213,35,No,Research & Development,25,Life Sciences,Male,14747,Married,Healthcare Representative,Yes,4,4,1,17,Travel_Frequently,4
1214,54,No,Research & Development,28,Marketing,Female,7777,Married,Healthcare Representative,No,3,4,2,13,Travel_Rarely,4
1215,51,No,Research & Development,16,Other,Male,8569,Single,Manufacturing Director,No,4,2,3,10,Travel_Rarely,4
